"Entrez_ID","Control","Aldo","Fine","Spiro","Aldo_Fine","Aldo_Spiro","HGNC Symbol"
677825,74,54,104,79,85,58,"SNORA44"
692073,63,39,33,54,53,38,"SNORA16A"
115273,333,244,254,264,252,246,"RAB42"
6883,4811,3444,3769,3450,3322,3610,"TAF12"
26824,13,6,11,5,8,4,"RNU11"
10691,2584,1731,2161,1986,1848,2118,"GMEB1"
105376911,1,1,0,4,1,2,NA
51441,19967,15481,16218,15077,14827,15615,"YTHDF2"
4985,1,0,2,1,1,1,"OPRD1"
2035,8354,7144,7559,6966,7168,7087,"EPB41"
399474,3666,2890,2987,2812,2949,2655,"TMEM200B"
6429,22749,17377,18813,17138,17517,17370,"SRSF4"
51102,2799,2132,2368,2033,2155,2128,"MECR"
10076,1627,1343,1488,1315,1439,1260,"PTPRU"
101928460,0,0,0,0,0,0,"LINC01756"
101929406,0,0,0,0,0,0,"LINC01648"
4146,55,52,50,55,51,33,"MATN1"
100129196,127,79,112,98,122,59,"MATN1-AS1"
7805,291,222,229,216,214,177,"LAPTM5"
100616164,0,0,0,0,0,0,"MIR4420"
400748,0,0,0,0,0,0,""
9672,22510,19460,18632,18520,19575,18275,"SDC3"
9698,24357,20347,22582,20426,20761,20399,"PUM1"
692234,0,0,0,0,0,0,NA
692235,0,0,0,0,0,0,NA
692200,0,1,1,0,4,1,NA
79570,45,38,30,34,17,39,"NKAIN1"
9410,15017,11017,11569,11147,10865,11207,"SNRNP40"
51538,9661,7815,7396,7055,7219,7507,"ZCCHC17"
2170,81,47,82,53,72,46,"FABP3"
347735,6531,4983,5218,4921,4919,4767,"SERINC2"
149086,1,1,0,0,0,0,"LDC1P"
284551,2,3,2,1,0,0,NA
64129,25613,18117,18723,18277,18770,18748,"TINAGL1"
3061,10,13,13,11,17,7,"HCRTR1"
553115,15769,11628,12060,11381,11393,11481,"PEF1"
1307,3191,2169,2997,2706,2899,2382,"COL16A1"
576,4661,3614,4176,3634,4081,3710,"ADGRB2"
100423028,0,0,0,0,0,0,"MIR4254"
90853,2495,1847,2159,1769,1882,1661,"SPOCD1"
8073,54234,41498,41584,39557,38060,40726,"PTP4A2"
10657,62122,49101,50009,47715,46076,48065,"KHDRBS1"
55116,4398,3165,3669,3257,3391,3290,"TMEM39B"
100847018,1,0,0,0,0,0,"MIR5585"
23633,23475,18791,19981,18502,18829,18889,"KPNA6"
200081,32044,25033,27880,24685,25483,24746,"TXLNA"
79140,1183,892,904,894,906,886,"CCDC28B"
56063,974,715,881,750,839,688,"TMEM234"
55721,1704,1253,1511,1336,1322,1325,"IQCC"
149069,63,30,68,55,73,44,"DCDC2B"
8668,36724,27935,28280,26864,26713,27144,"EIF3I"
339483,730,463,775,670,746,523,NA
84734,160,119,171,130,167,136,"FAM167B"
3932,7,4,3,5,10,6,"LCK"
3065,31652,23975,26118,24398,24668,24485,"HDAC1"
65108,12269,9082,9724,9288,9087,9024,"MARCKSL1"
100128071,139,107,175,109,147,69,"FAM229A"
81629,554,478,815,581,696,391,"TSSK3"
55108,13137,10828,12563,11234,11557,10145,"BSDC1"
728116,687,543,561,523,530,508,"ZBTB8B"
653121,5597,4694,4431,4319,4082,4240,"ZBTB8A"
339487,4200,3274,3220,3032,2995,3069,"ZBTB8OS"
5928,28448,22635,23304,22085,22183,22055,"RBBP4"
81493,1343,993,1040,1094,1100,993,"SYNC"
57648,25066,19043,21870,19936,20824,19460,"KIAA1522"
8565,31271,23696,26001,24419,24574,24550,"YARS1"
64766,8505,6956,7401,6792,6760,6899,"S100PBP"
252995,307,235,298,276,281,266,"FNDC5"
3208,9,12,12,11,7,8,"HPCA"
113452,7046,5000,5075,4917,4792,4679,"TMEM54"
127544,6208,5008,5269,4951,4890,5082,"RNF19B"
204,29699,22262,24541,22671,22625,22173,"AK2"
113451,537,380,469,428,478,375,"AZIN2"
55223,4921,3618,4402,3975,4039,3876,"TRIM62"
149076,5179,3854,4455,4065,4172,4128,"ZNF362"
127550,1,0,3,0,2,1,"A3GALT2"
1912,13748,10690,10919,10388,10614,11198,"PHC2"
100500853,5,3,7,5,5,6,"MIR3605"
101929464,11,7,6,5,7,5,"PHC2-AS1"
7579,1944,1811,1981,1686,1831,1735,"ZSCAN20"
114784,5,2,6,3,3,6,"CSMD2"
127540,0,0,0,0,0,0,"HMGB4"
402779,0,0,0,0,0,0,"CSMD2-AS1"
84970,0,0,0,0,0,0,"C1orf94"
693137,0,0,0,0,0,0,"MIR552"
2709,13,13,11,6,12,7,"GJB5"
127534,19,18,15,11,14,15,"GJB4"
2707,394,452,294,256,327,265,"GJB3"
2701,28,12,21,21,19,22,"GJA4"
113444,6559,5032,4945,4706,4794,4991,"SMIM12"
58512,79,50,52,44,52,43,"DLGAP3"
653160,231,197,245,249,217,149,"GPR199P"
100506144,4140,2959,2947,3003,2836,3016,"TMEM35B"
9204,4339,3516,3844,3418,3480,3411,"ZMYM6"
79830,8670,6580,7390,6567,6170,6426,"ZMYM1"
6421,95280,74779,83365,76982,71557,71647,"SFPQ"
9202,23201,19867,20542,19284,19083,19375,"ZMYM4"
79932,17707,14190,15810,14308,14845,14327,"KIAA0319L"
23154,8419,6308,7263,6661,7219,6621,"NCDN"
339488,83,51,82,53,57,49,"TFAP2E"
5690,36897,27649,29099,27149,26966,27511,"PSMB2"
127703,9686,7776,7497,7440,7144,7050,"C1orf216"
63967,27410,22066,24162,21781,21343,21939,"CLSPN"
192670,4903,4279,4539,4182,4346,4174,"AGO4"
26523,9692,9075,9412,8718,9175,9424,"AGO1"
192669,6027,4698,5637,4873,4717,4749,"AGO3"
27285,19,11,16,12,11,11,"TEKT2"
54936,9844,7658,7363,7072,7228,7239,"ADPRS"
1296,149,109,95,91,103,92,"COL8A2"
27095,11486,8503,8723,8411,8334,8265,"TRAPPC3"
55700,26922,20999,21745,20540,20974,20491,"MAP7D1"
9967,33487,28083,31241,28241,29272,28489,"THRAP3"
79729,484,370,593,442,534,384,"SH3D21"
55194,1589,1087,1134,1141,1087,1042,"EVA1B"
83931,8001,6068,6721,6003,6363,6278,"STK40"
84967,4456,3142,3397,3058,3265,3240,"LSM10"
127700,460,324,364,309,340,358,"OSCP1"
64960,15174,11495,11724,10879,11024,11143,"MRPS15"
1441,0,1,3,2,0,1,"CSF3R"
2899,0,0,0,0,0,0,"GRIK3"
100422898,0,0,0,0,0,0,"MIR4255"
728431,183,148,151,142,131,136,"ZC3H12A-DT"
80149,2114,1667,1873,1716,1801,1450,"ZC3H12A"
102465438,4,3,4,2,4,1,"MIR6732"
64769,16182,12645,12719,12011,11607,12147,"MEAF6"
100847010,13,5,25,15,15,3,"MIR5581"
79753,5568,4242,4461,4185,4178,4285,"SNIP1"
7802,10,12,18,11,4,12,"DNALI1"
29889,17695,14046,14671,13421,12918,13926,"GNL2"
284654,5,2,2,2,1,2,"RSPO1"
54955,7387,5468,5927,5326,5475,5568,"C1orf109"
55143,23519,18710,19241,17962,17863,18114,"CDCA8"
284656,23,10,9,2,15,16,"EPHA10"
149175,10952,8489,8441,8050,8295,8109,"MANEAL"
79693,4756,3420,3496,3279,3252,3403,"YRDC"
127687,6683,4794,4801,4571,4580,4474,"C1orf122"
4520,7091,6231,6491,6005,6011,6338,"MTF1"
3633,6004,4316,5508,4851,4841,4488,"INPP5B"
10946,33409,26160,26549,25025,24769,25757,"SF3A3"
2275,2981,2416,2415,2277,2378,2233,"FHL3"
51118,12694,9543,9979,8980,9010,9574,"UTP11"
5453,36,8,21,15,14,23,"POU3F1"
100500801,0,0,0,0,0,0,"MIR3659"
339442,3,4,1,1,0,2,"LINC01343"
64121,17382,14584,13570,12760,12590,13051,"RRAGC"
100527950,37,21,14,19,19,14,NA
26292,0,0,1,2,0,1,"MYCBP"
81025,0,0,0,0,0,0,"GJA9"
54933,564,408,443,370,398,407,"RHBDL2"
79647,22489,16614,17959,16311,15438,16547,"AKIRIN1"
4725,23074,17200,16688,16505,16229,16935,"NDUFS5"
23499,47695,40737,46215,42051,42383,43757,"MACF1"
643314,7416,7738,8391,8067,8051,8680,NA
105378950,2,0,2,1,0,0,NA
353500,314,354,311,238,289,270,"BMP8A"
728448,57,34,83,55,74,49,""
8761,18658,14920,15821,14490,14234,14560,"PABPC4"
101929516,9,5,17,16,11,8,NA
677834,24,16,30,34,28,10,"SNORA55"
26508,58,36,53,47,55,31,"HEYL"
84618,14,11,11,9,7,6,"NT5C1A"
51440,217,176,169,160,169,178,"HPCAL4"
10450,11077,8423,8558,8120,8206,8414,"PPIE"
656,769,663,725,622,646,623,"BMP8B"
64064,86,84,65,54,73,59,"OXCT2"
105378951,21,14,31,31,27,21,NA
101929536,18,11,9,11,18,7,""
54802,4646,3319,3786,3444,3524,3397,"TRIT1"
4610,398,291,295,321,293,299,"MYCL"
84879,2048,1745,1721,1540,1526,1484,"MFSD2A"
10487,75346,62121,59844,56045,55423,58469,"CAP1"
5538,29650,23156,23734,22502,21838,23024,"PPT1"
6018,10333,8967,9328,8271,8416,8942,"RLF"
127391,3,1,2,1,0,2,"TMCO2"
10269,21966,17376,17480,16709,15934,16909,"ZMPSTE24"
1298,1474,1014,1097,1099,1165,1040,"COL9A2"
64744,6421,4746,5332,4913,4949,4858,"SMAP2"
65243,1950,1392,1595,1532,1411,1496,"ZFP69B"
339559,1780,1328,1403,1344,1353,1331,"ZFP69"
64789,4995,3928,4084,3719,3829,3843,"EXO5"
127396,1519,1036,1192,1090,1073,1138,"ZNF684"
9783,1495,1334,1397,1298,1448,1280,"RIMS3"
100130557,325,181,410,284,317,224,NA
4802,7609,5543,5960,5739,5775,5905,"NFYC"
407034,0,0,0,0,0,0,"MIR30E"
407031,0,0,0,0,0,0,"MIR30C1"
9132,87,71,99,81,83,73,"KCNQ4"
163732,1294,952,860,848,845,868,"CITED4"
1503,28125,20796,23774,21547,21392,21322,"CTPS1"
100507178,170,106,227,135,165,118,"SLFNL1-AS1"
200172,112,65,127,105,108,76,"SLFNL1"
22955,5257,4372,4844,4310,4438,4170,"SCMH1"
100132074,379,219,314,275,253,213,"FOXO6"
1907,202,223,134,138,170,129,"EDN2"
59269,1885,1776,1657,1567,1546,1656,"HIVEP3"
2981,0,0,0,0,0,0,"GUCA2B"
2980,0,0,1,0,0,0,"GUCA2A"
22887,15902,13383,14240,12802,12868,13031,"FOXJ3"
284716,902,666,740,723,683,695,"RIMKLA"
84217,9,6,2,4,7,6,"ZMYND12"
79717,8596,6545,6805,6339,6414,6326,"PPCS"
728621,139,116,149,127,99,91,"CCDC30"
10465,8006,5800,6205,5995,5876,5894,"PPIH"
4904,130529,98561,98327,93709,92805,96392,"YBX1"
149461,1,3,1,0,3,0,"CLDN19"
64175,14200,10879,12332,11232,11395,10485,"P3H1"
79078,1736,1218,1374,1293,1255,1261,"C1orf50"
100129924,36,32,40,26,34,19,"TMEM269"
374969,2116,1576,1523,1417,1499,1649,"SVBP"
114625,4594,3622,4026,3643,3657,3691,"ERMAP"
51058,1803,1247,1612,1409,1442,1335,"ZNF691"
339539,1,2,4,4,1,0,NA
6513,23782,16693,19287,17736,18024,17927,"SLC2A1"
440584,31,17,23,16,24,25,"SLC2A1-DT"
105378684,8,4,3,2,3,1,NA
440585,81,50,109,69,89,59,"FAM183A"
10969,20726,14923,15540,14160,14353,15102,"EBNA1BP2"
102465439,3,2,4,3,6,1,"MIR6733"
149465,100,81,129,97,90,88,"CFAP57"
128218,0,1,0,0,0,1,"TMEM125"
149466,1,2,2,3,1,2,"C1orf210"
7075,25,15,26,27,22,10,"TIE1"
4352,51,42,53,32,47,35,"MPL"
991,30338,23203,24741,22707,23408,22468,"CDC20"
64834,18416,13868,14284,13316,13427,13097,"ELOVL1"
102466723,2,3,6,0,5,3,"MIR6734"
112950,7666,5749,6293,5588,5851,5770,"MED8"
23334,5066,4756,6151,5423,5631,5023,"SZT2"
102465440,0,0,0,0,0,0,"MIR6735"
81888,146,111,151,103,129,103,"HYI"
5792,38120,33171,35047,33093,33827,32969,"PTPRF"
9682,16852,13593,15055,13928,14436,13978,"KDM4A"
100132774,160,111,146,111,111,98,NA
6487,1455,1064,1211,1092,1198,1190,"ST3GAL3"
101929592,5,0,2,0,1,0,"ST3GAL3-AS1"
102464830,0,0,0,1,0,0,"MIR6079"
9048,73,37,71,56,67,49,"ARTN"
9670,9188,7431,8284,7498,7639,7341,"IPO13"
1802,8311,6131,6914,6316,6420,6504,"DPH2"
533,15920,11548,12087,11316,11808,11570,"ATP6V0B"
8704,12241,9093,9177,8650,9451,9033,"B4GALT2"
149473,1161,849,968,871,994,791,"CCDC24"
6536,2618,1991,2286,2295,2312,2065,"SLC6A9"
128209,40,31,32,38,34,36,"KLF17"
105378952,0,0,1,0,0,0,"KLF18"
55929,5376,4029,4485,4060,4354,4063,"DMAP1"
79033,9689,7374,7463,7179,7251,7397,"ERI3"
100874278,75,44,65,46,53,39,"ERI3-IT1"
55182,12066,9268,9424,9055,9149,9053,"RNF220"
100847089,0,0,0,0,0,0,"MIR5584"
79639,1126,767,850,806,809,846,"TMEM53"
339541,214,140,204,164,199,154,"ARMH1"
26828,5,0,0,0,2,0,"RNU5F-1"
26830,3,0,5,1,1,2,NA
11004,36490,28454,30288,28313,28632,28586,"KIF2C"
6202,91783,65384,66081,63361,66572,68781,"RPS8"
26811,90,41,81,56,53,35,"SNORD55"
94161,17,12,36,17,22,14,"SNORD46"
94162,33,16,31,27,22,20,"SNORD38A"
94163,61,38,64,56,58,44,"SNORD38B"
266675,30,11,29,18,26,16,"BEST4"
1263,2573,1661,2388,2111,2053,1877,"PLK3"
343521,114,96,159,134,112,86,"DYNLT4"
149478,909,621,1060,837,928,608,"BTBD19"
8643,191,111,229,188,202,144,"PTCH2"
8891,5541,4150,4308,3977,3905,4187,"EIF2B3"
79654,10125,8031,8946,8432,8408,7830,"HECTD3"
7389,16113,12089,12439,11716,11757,11615,"UROD"
57643,858,727,813,661,747,693,"ZSWIM5"
400752,64,40,71,54,51,38,"LINC01144"
84842,35,23,28,30,29,26,"HPDL"
4595,2859,1898,2477,2251,2445,2012,"MUTYH"
114034,4868,3598,3996,3755,3693,3632,"TOE1"
10420,922,764,950,771,885,723,"TESK2"
126661,934,733,795,738,731,702,"CCDC163"
25974,1860,1257,1409,1300,1251,1265,"MMACHC"
5052,83642,61635,60659,58070,57967,61215,"PRDX1"
10327,13217,9646,10099,9874,9736,9702,"AKR1A1"
4678,54725,43116,46582,42405,42479,43213,"NASP"
149483,197,118,232,166,169,128,"CCDC17"
60313,21398,17531,18790,17439,17330,17736,"GPBP1L1"
728963,30,20,44,29,33,17,NA
51249,5615,4315,4443,4163,4146,4253,"TMEM69"
3652,3752,3009,2956,2732,2747,2825,"IPP"
23139,14855,12067,14047,12611,13306,12070,"MAST2"
8503,20776,15374,17364,16739,16376,16545,"PIK3R3"
101929626,17,10,16,12,13,9,""
10103,1535,1118,1152,1118,1114,1073,"TSPAN1"
55624,15754,12016,13173,12008,12461,11963,"POMGNT1"
541468,206,167,181,171,164,144,"LURAP1"
8438,11310,8499,10607,9375,9746,8628,"RAD54L"
10489,15159,11866,12018,11689,12088,11788,"LRRC41"
7388,19824,15033,14457,13634,13643,14574,"UQCRH"
387338,7831,6145,6555,6202,6051,5958,"NSUN4"
2166,476,346,504,437,486,378,"FAAH"
729041,4,4,4,4,2,7,NA
101929651,0,0,0,2,0,0,"LINC01398"
127343,5,3,6,6,2,6,"DMBX1"
100507423,47,35,67,45,50,33,"MKNK1-AS1"
148930,0,0,0,0,0,0,"KNCN"
8569,5120,4005,4412,3985,4116,4106,"MKNK1"
148932,3429,2410,2645,2532,2520,2494,"MOB3C"
64756,9663,7328,7568,7148,6906,7006,"ATPAF1"
374973,5,5,2,1,1,3,"TEX38"
100130197,3,3,9,3,8,11,"EFCAB14-AS1"
9813,32097,27201,27385,25839,25261,26181,"EFCAB14"
1580,16,49,14,14,21,14,"CYP4B1"
163720,0,0,0,0,0,0,"CYP4Z2P"
1579,0,0,0,0,0,0,"CYP4A11"
260293,24,28,30,18,34,19,"CYP4X1"
199974,5,3,1,1,1,0,"CYP4Z1"
284541,0,1,2,0,0,0,"CYP4A22"
100874253,47,33,25,33,28,26,"LINC00853"
10158,2872,1959,2055,1846,1946,2062,"PDZK1IP1"
6886,97,85,90,77,97,65,"TAL1"
6491,20604,17200,18724,16571,16655,16740,"STIL"
51727,42905,34598,33982,32347,31053,33137,"CMPK1"
102724077,136,80,74,83,84,110,NA
2301,12,7,12,5,10,11,"FOXE3"
84793,1343,963,1114,1050,1125,1045,"FOXD2-AS1"
2306,741,609,685,626,646,538,"FOXD2"
388630,63,139,60,65,86,65,"TRABD2B"
391037,0,1,0,1,0,0,NA
200010,1,0,0,1,3,1,"SLC5A9"
54558,193,168,187,138,188,153,"SPATA6"
84871,14,15,18,13,13,13,"AGBL4"
79656,41,25,38,21,23,12,"BEND5"
101929721,0,0,0,0,0,0,"AGBL4-AS1"
100874313,0,0,0,0,0,0,"AGBL4-IT1"
1996,0,0,0,0,0,0,"ELAVL4"
63950,6,5,3,1,0,1,"DMRTA2"
11124,16487,12900,13279,12547,12529,12762,"FAF1"
1031,21846,15693,16776,15820,16248,15808,"CDKN2C"
100616189,0,0,0,0,1,0,"MIR4421"
102466656,0,0,0,0,0,1,"MIR6500"
284546,3,0,1,3,0,1,"C1orf185"
26994,31851,24183,24445,23220,22419,23615,"RNF11"
22996,501,435,368,363,361,408,"TTC39A"
102724097,0,1,0,1,0,0,NA
2060,17345,14634,15304,14472,14090,14444,"EPS15"
114883,24570,19501,20063,19012,18441,18839,"OSBPL9"
4898,43508,35115,36372,34406,33683,34416,"NRDC"
100313892,0,0,0,0,1,0,"MIR761"
5865,21836,17406,18824,17614,17950,18824,"RAB3B"
51060,18503,14039,14404,13752,13447,14152,"TXNDC12"
112970,0,0,0,0,0,0,"KTI12"
104355143,5,1,5,3,3,1,"TXNDC12-AS1"
91408,13110,9852,10178,9412,9149,9895,"BTF3L4"
9372,10379,8707,8946,8366,8213,8451,"ZFYVE9"
200014,11304,8923,9988,9110,9724,8813,"CC2D1B"
4998,9147,7165,7846,7196,7436,7300,"ORC1"
84950,12019,9628,10132,9342,8909,9294,"PRPF38A"
23318,18608,16555,18400,16551,16335,15523,"TUT4"
105378722,40,33,36,37,36,37,NA
2882,958,729,707,695,706,701,"GPX7"
348378,0,0,0,0,1,0,"SHISAL2A"
65260,6903,5661,5461,5211,5084,5375,"COA7"
79699,12364,10795,10903,10105,9895,10607,"ZYG11B"
440590,2977,2297,2879,2377,2557,2165,"ZYG11A"
55268,509,329,515,384,452,296,"ECHDC2"
6342,25143,20295,20569,19212,18744,19469,"SCP2"
100616156,0,0,2,1,0,0,NA
100616458,0,0,0,0,0,0,NA
100616145,0,0,0,0,0,0,NA
127435,119,74,92,104,86,82,"PODN"
6512,21,11,22,12,12,23,"SLC1A7"
1376,4097,3265,3531,3338,3288,3320,"CPT2"
54987,4984,3756,4145,3776,3914,3890,"CZIB"
4116,9580,7110,6878,6640,6689,7049,"MAGOH"
100507564,62,53,53,45,40,43,"MAGOH-DT"
7804,12810,9773,11832,10866,10839,9723,"LRP8"
163742,0,0,0,0,0,0,"SLC25A3P1"
63948,0,0,0,0,1,0,"DMRTB1"
148979,582,500,486,472,544,456,"GLIS1"
105369175,13,10,7,10,10,6,NA
55706,30514,24526,24630,23056,22446,23670,"NDC1"
54432,3258,2566,2697,2426,2408,2459,"YIPF1"
1733,12,5,22,18,17,18,"DIO1"
51668,9298,6954,6986,6472,6458,6611,"HSPB11"
115353,11304,9127,8602,8506,8369,8487,"LRRC42"
388633,3,1,1,2,1,4,"LDLRAD1"
9528,36856,28009,27521,26567,25759,27166,"TMEM59"
127428,2830,2140,2261,2093,2195,2074,"TCEANC2"
100616315,1,1,0,0,0,1,"MIR4781"
200008,6,3,7,8,3,3,"CDCP2"
606495,1755,1374,1669,1464,1463,1357,"CYB5RL"
51253,19506,14372,15204,14177,14544,14491,"MRPL37"
23648,4288,3042,3733,3375,3399,3210,"SSBP3"
619518,29,30,57,39,47,21,"SSBP3-AS1"
26027,574,482,557,545,492,479,"ACOT11"
338094,9,12,7,9,7,2,"FAM151A"
374977,0,1,0,0,0,0,"MROH7"
100527960,0,0,0,0,0,0,NA
7268,106,75,77,60,68,83,"TTC4"
25973,1685,1280,1384,1253,1308,1295,"PARS2"
55001,0,0,0,2,0,0,"TTC22"
163747,3,1,1,1,2,1,"LEXM"
1718,245987,198778,198578,192133,196484,193241,"DHCR24"
100126514,0,0,0,0,0,0,NA
199964,26,27,22,11,16,23,"TMEM61"
7809,3,1,3,2,2,0,"BSND"
255738,58918,43332,48075,48529,51216,45469,"PCSK9"
23358,25944,23450,24743,22637,22853,23091,"USP24"
100507634,170,127,156,139,147,146,NA
100616272,0,0,0,0,0,0,"MIR4422"
8613,8076,5762,6155,6341,6165,5999,"PLPP3"
5563,6530,5527,6004,5543,5295,5600,"PRKAA2"
199920,19,21,35,23,23,23,"FYB2"
731,2,2,3,1,0,0,"C8A"
732,5,3,5,6,2,4,"C8B"
1600,0,0,0,0,0,0,"DAB1"
101926890,0,0,0,0,0,0,"DAB1-AS1"
115209,2793,2244,2396,2181,2073,2104,"OMA1"
4070,40586,25197,28677,29353,27457,27149,"TACSTD2"
114803,7464,6655,8518,7092,7280,6465,"MYSM1"
3725,13344,8340,10327,9646,9106,9405,"JUN"
100131060,5,3,6,2,4,3,NA
101926925,65,32,26,40,24,43,NA
729467,1,3,3,0,2,0,"FGGY-DT"
55277,1011,751,780,744,671,720,"FGGY"
100616409,0,0,0,0,0,0,"MIR4711"
101926944,1,1,3,1,1,2,NA
51361,3089,2420,2669,2562,2442,2605,"HOOK1"
1573,75,52,45,48,45,52,"CYP2J2"
127795,0,0,0,0,0,0,"C1orf87"
101926964,0,0,0,0,0,0,""
100996570,0,0,0,0,0,0,"NFIA-AS2"
4774,412,393,338,338,343,346,"NFIA"
645030,0,0,0,0,0,0,"NFIA-AS1"
414927,1,0,1,0,0,0,NA
83941,4857,3871,3780,3684,3494,3682,"TM2D1"
10207,5345,4209,4587,4153,4251,4260,"PATJ"
100422902,0,0,0,0,0,0,"MIR3116-1"
100422946,0,0,0,0,0,0,"MIR3116-2"
54596,1,0,0,1,3,1,"L1TD1"
163782,3,4,7,2,5,3,"KANK4"
7398,56017,44850,45452,42299,41070,43965,"USP1"
85440,13790,12060,12951,11864,11729,11911,"DOCK7"
27329,5,8,6,4,6,3,"ANGPTL3"
84938,3490,2634,2807,2634,2513,2721,"ATG4C"
199899,14,6,9,8,15,5,NA
100996301,73,50,71,53,50,61,"FOXD3-AS1"
27022,13,10,8,8,13,6,"FOXD3"
102464823,0,0,0,0,0,0,"MIR6068"
29929,5710,4147,4552,4219,4082,4231,"ALG6"
23421,4681,3639,3869,3531,3465,3571,"ITGB3BP"
84455,1762,1429,1541,1362,1395,1364,"EFCAB7"
79469,46,24,62,48,64,29,NA
5236,12481,10043,10089,9601,9706,9485,"PGM1"
4919,6376,5637,5171,5112,5343,5194,"ROR1"
101927034,13,5,13,10,8,7,"ROR1-AS1"
148581,1,3,1,3,3,5,"UBE2U"
57685,2794,2178,2514,2370,2229,2237,"CACHD1"
100616338,0,0,0,0,0,0,"MIR4794"
55225,6452,5225,5710,4990,5000,5090,"RAVER2"
3716,40309,34982,34693,32372,32006,33260,"JAK1"
101927084,7,5,3,7,3,2,NA
105378775,19,10,27,16,16,6,NA
100500854,11,6,5,10,10,5,"MIR3671"
406893,0,0,0,0,0,0,"MIR101-1"
205,12625,11152,10107,9524,9521,10333,"AK4"
9829,2772,2676,2574,2186,2464,2489,"DNAJC6"
54741,19468,17375,16105,15452,15566,15808,"LEPROT"
3953,1586,1436,1385,1252,1264,1335,"LEPR"
5142,1312,780,1163,1150,943,1039,"PDE4B"
101927139,0,0,0,0,0,0,"PDE4B-AS1"
84251,16,14,14,21,12,5,"SGIP1"
100422871,0,0,0,0,0,0,"MIR3117"
200132,0,0,0,0,0,0,"DYNLT5"
10022,0,2,0,1,2,1,"INSL5"
79819,187,140,142,129,138,110,"DNAI4"
57708,19391,16875,16384,15220,15094,16220,"MIER1"
23169,7913,6848,6942,6441,6438,6582,"SLC35D1"
400757,0,0,0,0,0,2,"C1orf141"
149233,1,1,1,0,0,1,"IL23R"
3595,27,18,24,29,25,16,"IL12RB2"
26135,81952,63376,63421,60785,59354,63332,"SERBP1"
1647,11013,9922,8491,8158,7758,7654,"GADD45A"
55970,81107,69328,66340,62700,62323,66793,"GNG12"
100289178,95,78,125,102,121,94,"GNG12-AS1"
9077,28,14,16,22,15,16,"DIRAS3"
79971,17349,13512,14421,13892,13660,13666,"WLS"
100302279,1,0,1,0,0,0,"MIR1262"
6121,78,100,85,77,103,90,"RPE65"
55635,32328,26296,27596,24710,24347,26089,"DEPDC1"
101927220,318,257,209,208,208,211,"DEPDC1-AS1"
57554,878,660,815,844,845,613,"LRRC7"
5301,2,2,4,3,0,2,"PIN1P1"
55631,11283,9202,9370,8640,8386,8955,"LRRC40"
9295,45340,35325,48721,40818,41414,34110,"SRSF11"
81573,11279,8835,9454,8736,8318,8698,"ANKRD13C"
11147,1069,729,892,796,775,832,"HHLA3"
1491,2412,1730,2000,1842,1873,1848,"CTH"
101927244,0,0,0,0,0,0,"LINC01788"
5733,16,19,13,14,8,11,"PTGER3"
100132618,116,98,164,117,133,70,NA
9406,32014,24777,27239,24747,24127,24282,"ZRANB2"
406962,48,37,54,51,46,29,"MIR186"
100852410,13,14,7,5,12,8,NA
257194,1385,1150,1197,1093,1058,1166,"NEGR1"
100852409,0,0,0,0,0,0,"NEGR1-IT1"
101927295,0,0,0,0,0,1,"LINC01360"
127255,57,65,60,46,52,52,"LRRIQ3"
100526835,0,1,0,0,0,0,"FPGT-TNNI3K"
8790,3335,2709,2791,2674,2617,2560,"FPGT"
51086,1,0,0,0,1,0,"TNNI3K"
105378804,1,0,0,0,0,0,NA
105378803,0,0,0,0,0,0,"LRRC53"
127254,15,14,16,17,18,11,"ERICH3"
101927320,2,0,1,0,0,0,"ERICH3-AS1"
1429,15480,13210,11663,11368,11259,11604,"CRYZ"
127253,7341,5776,6178,5731,5509,5857,"TYW3"
431707,0,0,0,0,0,0,"LHX8"
204962,54,35,43,65,64,39,"SLC44A5"
34,15597,12243,12271,11832,11360,12007,"ACADM"
1744,137,118,158,128,153,110,NA
5876,11828,8716,10107,8849,8657,8328,"RABGGTB"
692085,47,45,65,55,65,33,"SNORD45C"
26805,62,27,81,49,71,35,"SNORD45A"
26804,65,54,100,79,108,64,"SNORD45B"
4438,17,12,21,15,23,14,"MSH4"
127247,0,0,0,1,0,0,"ASB17"
101927342,0,0,0,0,0,1,NA
256435,567,478,469,457,418,508,"ST6GALNAC3"
81849,29,28,24,29,23,35,"ST6GALNAC5"
102466995,0,0,0,0,0,0,"MIR7156"
10026,17224,14180,14010,13321,12995,13802,"PIGK"
26289,109,79,77,74,63,77,"AK5"
26009,20910,17109,17730,16292,16019,16667,"ZZZ3"
23032,25462,21394,21658,20211,19697,20409,"USP33"
374986,8777,7620,7561,7158,7137,7446,"MIGA1"
374987,101,73,71,84,67,80,"NEXN-AS1"
91624,6168,5553,5321,4866,4853,4642,"NEXN"
8880,26103,21195,22529,21054,21160,20747,"FUBP1"
11080,17063,16884,14800,13886,14033,14830,"DNAJB4"
54810,530,493,489,392,470,410,"GIPC2"
149047,0,0,0,0,0,0,""
5737,1182,780,1043,906,835,879,"PTGFR"
10964,55759,45464,52305,48763,44590,46088,"IFI44L"
10561,39532,30979,34336,31777,29493,30740,"IFI44"
64123,1460,1124,1184,1111,940,1118,"ADGRL4"
101927412,2,3,2,2,2,1,"LINC01781"
23266,17369,13903,15779,14575,14172,14417,"ADGRL2"
